,어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자,위도,경도
1066,아이별어린이집,전라북도,정읍시,민간,64,13,전라북도 정읍시 금붕1길 51,063-536-2345,063-533-3424,5,Y,9,1,,2019-04-01,35.55520732,126.8789716
1067,솔로몬 어린이집,전라북도,정읍시,민간,99,9,전라북도 정읍시 신태인읍 신태인동길 47,063-571-7766,063-571-1108,9,Y,0,1,,2019-04-01,35.68634561,126.8942227
1068,하버드어린이집,전라북도,정읍시,민간,161,16,전라북도 정읍시 시기4길 28,063-537-7179,063-538-2369,9,Y,24,2,,2019-04-01,35.55431567,126.8618639
1069,루씨어린이집,전라북도,정읍시,민간,49,18,전라북도 정읍시 상사1길 27,063-533-0020,063-533-0020,4,Y,0,1,,2019-04-01,35.56121638,126.861553
1070,토리어린이집,전라북도,정읍시,민간,66,10,전라북도 정읍시 수성4로 41-8,063-533-2673,063-533-2674,4,Y,10,1,,2019-04-01,35.58396952,126.8595146
1071,휴먼시아 세인어린이집,전라북도,정읍시,민간,24,8,전라북도 정읍시 학산로 89-72,063-537-1649,063-538-9649,4,Y,4,1,,2019-04-01,35.55652969,126.8761962
1072,나래 어린이집,전라북도,정읍시,민간,27,9,전라북도 정읍시 천변로 394-16,063-538-0036,063-538-0036,3,N,4,1,,2019-04-01,35.55382229,126.866583
1073,코아루어린이집,전라북도,정읍시,민간,21,5,전라북도 정읍시 정읍남로 1400,063-532-7942,,0,N,0,1,,2019-04-01,35.55800599,126.8543907
1074,꿈꾸는어린이집,전라북도,정읍시,가정,19,6,전라북도 정읍시 학산로 103-4,063-532-8188,063-532-8188,3,Y,0,1,,2019-04-01,35.55830483,126.8728491
1075,우리들 어린이집,전라북도,정읍시,가정,20,5,전라북도 정읍시 충정로 203-20,063-535-8889,,4,Y,0,1,,2019-04-01,35.56730314,126.8583111
1076,로제어린이집,전라북도,정읍시,가정,13,3,전라북도 정읍시 학산로 89-11,063-531-0246,,3,Y,0,0,,2019-04-01,35.56018842,126.875935
1077,꼬꼬어린이집,전라북도,정읍시,가정,16,5,전라북도 정읍시 수성택지2길 17,063-532-7428,063-927-7428,3,N,0,1,,2019-04-01,35.57635563,126.8576567
1078,신나는 어린이집,전라북도,정읍시,가정,16,4,전라북도 정읍시 수성택지2길 17,063-533-1995,063-533-1995,2,Y,0,0,,2019-04-01,35.57635563,126.8576567
1079,꼬망새 어린이집,전라북도,정읍시,가정,16,6,전라북도 정읍시 샘골로 158,063-537-2031,063-537-2031,3,Y,0,0,,2019-04-01,37.29785292,126.8634082
1080,힘찬어린이집,전라북도,정읍시,가정,16,5,전라북도 정읍시 말고개길 73-5,063-538-2091,063-532-2091,3,Y,0,1,,2019-04-01,35.57207694,126.8659433
1081,아이조아어린이집,전라북도,정읍시,가정,20,2,전라북도 정읍시 학산로 127-2,063-535-6760,,3,Y,0,1,,2019-04-01,35.55727065,126.8718013
1082,은주어린이집,전라북도,정읍시,가정,13,3,전라북도 정읍시 학산로 95,063-537-2506,063-532-2505,2,Y,0,0,,2019-04-01,35.55873373,126.8742
1083,예쁜뜰어린이집,전라북도,정읍시,가정,18,6,전라북도 정읍시 학산로 41-3,063-534-7772,063-534-7772,3,Y,0,1,,2019-04-01,35.56307925,126.8693623
1084,임마누엘예크어린이집,전라북도,정읍시,가정,13,7,전라북도 정읍시 수성택지2길 17,063-531-3480,063-535-3480,3,N,0,0,,2019-04-01,35.57635563,126.8576567
1085,햇님둥지어린이집,전라북도,정읍시,가정,13,5,전라북도 정읍시 수성3로 26,063-537-3480,063-537-3480,3,Y,0,0,,2019-04-01,35.58332078,126.8546576
1086,EQ어린이집,전라북도,정읍시,가정,20,6,전라북도 정읍시 연지6길 20,063-538-2342,063-538-2342,3,Y,0,1,,2019-04-01,35.57199404,126.8433174
1087,아이사랑어린이집,전라북도,정읍시,가정,13,4,전라북도 정읍시 남산6길 10,063-538-6161,,3,Y,0,1,,2019-04-01,36.85340393,127.4430078
1088,가람 어린이집,전라북도,정읍시,가정,13,2,전라북도 정읍시 학산로 95,063-533-2231,063-533-2231,3,Y,3,1,,2019-04-01,35.55873373,126.8742
1089,예사랑어린이집,전라북도,정읍시,가정,19,6,전라북도 정읍시 하신경9길 14-21,063-531-5530,063-531-5530,3,Y,0,1,,2019-04-01,35.56264775,126.8730369
1090,수목토어린이집,전라북도,정읍시,가정,19,7,전라북도 정읍시 학산로 89-25,063-531-6242,063-531-6241,3,Y,0,1,,2019-04-01,35.55802056,126.8759638
1091,참사랑어린이집,전라북도,정읍시,가정,10,6,전라북도 정읍시 신태인읍 감곡로 13,063-571-8780,,3,N,0,1,,2019-04-01,35.69463399,126.8927329
1092,리틀잼잼어린이집,전라북도,정읍시,가정,13,5,전라북도 정읍시 학산로 95,063-927-7566,063-927-7566,4,Y,4,1,,2019-04-01,35.55873373,126.8742
1093,센트럴사랑나무어린이집,전라북도,정읍시,가정,20,5,전라북도 정읍시 시기1길 22,070-7613-7179,,3,Y,0,1,,2019-04-01,35.55459998,126.8624496
1094,해맑은어린이집,전라북도,정읍시,가정,20,6,전라북도 정읍시 학산로 89-25,063-538-4646,063-538-4646,2,Y,0,1,,2019-04-01,35.55802056,126.8759638
1095,꿈초롱어린이집,전라북도,정읍시,가정,20,6,전라북도 정읍시 수성로 109,063-538-8475,063-538-8475,3,Y,0,1,,2019-04-01,35.58654628,126.8593987
1096,엔젤어린이집,전라북도,정읍시,가정,18,8,전라북도 정읍시 학산로 103-4,063-533-3643,063-533-3643,3,N,0,1,,2019-04-01,35.55830483,126.8728491
1097,은하수어린이집,전라북도,정읍시,가정,20,2,전라북도 정읍시 충정로 148-9,063-537-1254,063-537-1254,3,Y,0,0,,2019-04-01,35.56590484,126.8640835
1098,예다음어린이집,전라북도,정읍시,가정,20,7,전라북도 정읍시 중앙로 55,063-531-3939,063-531-3939,0,N,0,0,,2019-04-01,37.01366287,127.2354065
1099,큰별어린이집,전라북도,정읍시,직장,39,10,전라북도 정읍시 충정로 234,063-539-5155,063-539-5158,4,Y,4,0,,2019-04-01,35.56932723,126.8562986
1100,운교어린이집,전라북도,남원시,국공립,61,7,전라북도 남원시 대산면 대사로 339,063-625-8677,063-636-8677,4,Y,4,2,,2019-04-01,35.4295436,127.3255634
1101,아람어린이집,전라북도,남원시,사회복지법인,31,8,전라북도 남원시 춘향로 71-10,063-635-9223,063-635-9224,6,Y,0,1,,2019-04-01,35.4205391,127.3940255
1102,파랑새어린이집,전라북도,남원시,사회복지법인,49,6,전라북도 남원시 산동면 요천상로 278,063-625-9220,063-625-9221,5,Y,8,2,,2019-04-01,35.47233115,127.4615885
1103,행복한어린이집,전라북도,남원시,사회복지법인,99,14,전라북도 남원시 광천남길 660,063-625-9300,063-632-4020,6,Y,8,1,,2019-04-01,35.41725149,127.3801281
1104,딩동댕어린이집,전라북도,남원시,사회복지법인,164,21,전라북도 남원시 칠승리길 5,063-632-6390,063-632-6591,9,Y,10,3,,2019-04-01,35.40545641,127.364278
1105,좋은어린이집,전라북도,남원시,사회복지법인,49,8,전라북도 남원시 월미길 13,063-632-6320,063-633-6320,6,Y,12,2,,2019-04-01,35.4222569,127.3995715
1106,아희뜰어린이집,전라북도,남원시,사회복지법인,49,5,전라북도 남원시 서문로 49,063-633-9112,063-633-9113,6,N,9,2,,2019-04-01,36.07866613,126.7008484
1107,대성어린이집,전라북도,남원시,사회복지법인,49,7,전라북도 남원시 송동면 송동연산길 16,063-625-9826,063-625-9827,4,Y,0,2,,2019-04-01,35.33660546,127.317871
1108,지산어린이집,전라북도,남원시,사회복지법인,98,6,전라북도 남원시 동문로 10,063-625-2155,063-635-2155,5,Y,5,2,,2019-04-01,35.40641745,127.3863074
1109,살림어린이집,전라북도,남원시,사회복지법인,64,14,전라북도 남원시 금암1길 9-4,063-626-3252,063-626-3261,5,Y,0,2,,2019-04-01,35.39744858,127.3757476
1110,늘푸른어린이집,전라북도,남원시,사회복지법인,34,12,전라북도 남원시 이백면 이백오산길 8-135,063-635-5545,063-635-5547,5,Y,12,2,,2019-04-01,35.42217157,127.4243996
1111,운봉원광어린이집,전라북도,남원시,법인·단체등,55,8,전라북도 남원시 운봉읍 운봉로 673-13,063-634-7198,063-634-7244,5,Y,9,2,,2019-04-01,35.43530483,127.5296468
1112,청계원광어린이집,전라북도,남원시,법인·단체등,52,7,전라북도 남원시 아영면 흥부로 5,063-626-5032,063-626-3844,4,Y,0,2,,2019-04-01,35.5084971,127.611936
1113,인월원광어린이집,전라북도,남원시,법인·단체등,92,9,전라북도 남원시 인월면 인월2길 59,063-636-2166,063-633-2165,4,Y,9,1,,2019-04-01,35.46005205,127.6022112
1114,서남몬테소리어린이집,전라북도,남원시,법인·단체등,99,13,전라북도 남원시 용성로 221-22,063-626-5433,063-633-5433,6,Y,1,1,,2019-04-01,35.4175082,127.3954475
1115,소망어린이집,전라북도,남원시,법인·단체등,47,6,전라북도 남원시 수철길 4  -14,063-631-1367,063-636-1367,4,N,0,1,,2019-04-01,35.40854532,127.5318712
1116,해바라기어린이집,전라북도,남원시,법인·단체등,99,12,전라북도 남원시 시청남로 55,063-625-1820,063-634-1820,8,Y,7,2,,2019-04-01,35.4187534,127.394199
1117,열린어린이집,전라북도,남원시,법인·단체등,25,7,전라북도 남원시 요천로 1857,063-635-0277,063-632-0277,4,N,6,1,,2019-04-01,35.42785276,127.4114975
1118,혜중원광어린이집,전라북도,남원시,법인·단체등,98,11,전라북도 남원시 용성로 41-5,063-626-2289,063-633-5234,6,Y,2,2,,2019-04-01,35.40944245,127.3807137
1119,큰나무어린이집,전라북도,남원시,민간,160,26,전라북도 남원시 오들로 22,063-631-0337,063-636-0339,12,Y,32,3,,2019-04-01,35.42074766,127.4035264
1120,이화어린이집,전라북도,남원시,민간,71,11,전라북도 남원시 누른대길 13,063-625-0151,063-633-0151,4,Y,8,1,,2019-04-01,35.42688523,127.4096856
1121,큰샘어린이집,전라북도,남원시,민간,90,16,전라북도 남원시 낙현길 25,063-625-9253,063-625-9254,6,Y,14,1,,2019-04-01,35.42357425,127.4075032
1122,유앤미어린이집,전라북도,남원시,민간,99,17,전라북도 남원시 용성로 207,063-625-1044,063-626-1045,8,Y,13,2,,2019-04-01,35.41686556,127.394815
1123,사과나무어린이집,전라북도,남원시,민간,61,8,전라북도 남원시 광한서로 63-5,063-633-1807,063-625-1799,4,Y,13,1,,2019-04-01,35.40707582,127.3776852
1124,마리몬테소리어린이집,전라북도,남원시,민간,88,15,전라북도 남원시 교룡로 153-6,063-626-0108,063-626-0138,5,Y,14,1,,2019-04-01,35.41332058,127.369439
1125,해맑은어린이집,전라북도,남원시,민간,92,12,전라북도 남원시 아영면 인월장터로 255-16,063-636-0246,063-631-0246,6,Y,11,2,,2019-04-01,35.47979407,127.5902063
1126,영재어린이집,전라북도,남원시,민간,74,12,전라북도 남원시 역재3길 17,063-633-1666,063-633-4199,5,Y,11,1,,2019-04-01,35.42050191,127.3992854
1127,무지개어린이집,전라북도,남원시,민간,99,7,전라북도 남원시 오들1길 35,063-635-7942,063-633-7943,6,Y,16,1,,2019-04-01,35.41871526,127.3986503
1128,도담 어린이집,전라북도,남원시,민간,61,13,전라북도 남원시 충정로 38,063-625-4348,063-633-4349,5,Y,9,1,,2019-04-01,36.34818775,127.4553031
1129,메아리재능어린이집,전라북도,남원시,민간,91,10,전라북도 남원시 용성로 63,063-634-0777,063-634-0777,6,Y,12,1,,2019-04-01,35.40932123,127.3835589
1130,꿈꾸는연필어린이집,전라북도,남원시,민간,49,5,전라북도 남원시 전령길 29,063-625-7179,063-635-7770,7,Y,5,1,,2019-04-01,35.41419309,127.3916812
1131,산내들 어린이집,전라북도,남원시,민간,39,6,전라북도 남원시 산내면 입석길 94-16,063-636-5385,063-636-5390,3,Y,0,1,,2019-04-01,35.41755061,127.6301464
1132,뽀뽀뽀어린이집,전라북도,남원시,민간,70,12,전라북도 남원시 주생면 장상길 26-1,063-631-8255,063-631-8455,5,Y,8,2,,2019-04-01,37.3613811,126.8773344
1133,꿈터어린이집,전라북도,남원시,민간,39,9,전라북도 남원시 누른대길 13,063-625-0151,063-633-0151,2,N,4,1,,2019-04-01,35.42688523,127.4096856
1134,신나는어린이집,전라북도,남원시,민간,68,11,전라북도 남원시 광한북로 92,063-631-3004,063-631-3008,6,Y,9,1,,2019-04-01,35.41080537,127.3813582
1135,중앙어린이집,전라북도,남원시,민간,46,12,전라북도 남원시 동림로 40,063-625-5276,063-633-5276,6,Y,0,1,,2019-04-01,35.4124549,127.3885861
1136,예랑어린이집,전라북도,남원시,민간,60,12,전라북도 남원시 시청로 9,063-631-6692,063-636-0693,6,Y,8,2,,2019-04-01,37.47782145,126.8632444
1137,아이좋은어린이집,전라북도,남원시,민간,49,7,전라북도 남원시 오들로 66-20,063-625-6320,063-633-6320,6,Y,9,0,,2019-04-01,35.42472027,127.402857
1138,엔젤어린이집,전라북도,남원시,민간,39,9,전라북도 남원시 금하정1길 28-24,063-635-7997,063-636-7997,6,Y,9,1,,2019-04-01,35.40382197,127.3724338
1139,풀잎어린이집,전라북도,남원시,민간,45,13,전라북도 남원시 가방뜰길 57,063-626-6390,063-626-6391,4,N,4,1,,2019-04-01,35.39972015,127.3677296
1140,내안애 어린이집,전라북도,남원시,민간,27,9,전라북도 남원시 낙현길 5,063-636-2225,,0,N,0,1,,2019-04-01,35.42342034,127.4062095
1141,우주가정어린이집,전라북도,남원시,가정,19,7,전라북도 남원시 오들1길 20,063-635-1054,063-635-1054,3,Y,4,1,,2019-04-01,35.41793721,127.3988507
1142,새싹가정어린이집,전라북도,남원시,가정,17,6,전라북도 남원시 오들1길 93,063-635-7615,063-635-7616,3,N,0,1,,2019-04-01,35.42032837,127.4014987
1143,꿈초롱어린이집,전라북도,남원시,가정,20,7,전라북도 남원시 충정로 310,063-632-7230,063-633-6320,4,N,4,0,,2019-04-01,35.42625558,127.4021229
1144,짐베베어린이집,전라북도,남원시,가정,19,6,전라북도 남원시 옥샘길 27,063-631-0358,063-930-0378,3,N,0,1,,2019-04-01,35.41152778,127.3857549
1145,백합가정어린이집,전라북도,남원시,가정,19,8,전라북도 남원시 동림로 129,063-626-5861,,3,Y,0,1,,2019-04-01,35.4173413,127.3826849
1146,크는아이가정어린이집,전라북도,남원시,가정,20,6,전라북도 남원시 오들1길 90,063-635-3477,063-634-3690,3,N,4,1,,2019-04-01,35.41891215,127.4032535
1147,왕자공주가정어린이집,전라북도,남원시,가정,16,4,전라북도 남원시 오들1길 20,063-636-9049,,2,N,0,0,,2019-04-01,35.41793721,127.3988507
1148,사랑샘가정어린이집,전라북도,남원시,가정,13,4,전라북도 남원시 용성로 207,063-632-1248,063-636-1249,2,N,0,0,,2019-04-01,35.41686556,127.394815
1149,아이랑가정어린이집,전라북도,남원시,가정,18,7,전라북도 남원시 오들1길 90,063-635-5315,063-632-5315,3,N,0,1,,2019-04-01,35.41891215,127.4032535
1150,아이사랑가정어린이집,전라북도,남원시,가정,17,4,전라북도 남원시 오들1길 20,063-635-1003,063-626-9003,3,N,0,0,,2019-04-01,35.41793721,127.3988507
1151,햇님어린이집,전라북도,남원시,가정,20,6,전라북도 남원시 오들1길 90,063-635-2799,063-626-2799,0,Y,0,1,,2019-04-01,35.41891215,127.4032535
1152,해피맘가정어린이집,전라북도,남원시,가정,17,5,전라북도 남원시 동림로 129,063-633-8383,063-633-8383,2,Y,0,1,,2019-04-01,35.4173413,127.3826849
1153,그림나라가정어린이집,전라북도,남원시,가정,20,8,전라북도 남원시 동문로 83,063-632-8498,,3,N,0,1,,2019-04-01,35.41338486,127.385442
1154,다솜가정어린이집,전라북도,남원시,가정,17,5,전라북도 남원시 오들1길 26,063-635-1199,,2,N,0,1,,2019-04-01,35.41677683,127.3989694
1155,동화나라가정어린이집,전라북도,남원시,가정,20,5,전라북도 남원시 오들1길 82,063-636-4798,,3,N,0,1,,2019-04-01,35.41930594,127.4018166
1156,환타지자유가정어린이집,전라북도,남원시,가정,18,2,전라북도 남원시 광한북로 100,063-625-6223,,2,Y,0,0,,2019-04-01,35.41147073,127.381726
1157,천사가정어린이집,전라북도,남원시,가정,20,4,전라북도 남원시 오들1길 20,063-635-9997,063-635-9997,3,Y,0,1,,2019-04-01,35.41793721,127.3988507
1158,잼잼가정어린이집,전라북도,남원시,가정,19,7,전라북도 남원시 노송로 1229,063-636-0079,063-636-0075,4,Y,4,1,,2019-04-01,35.39408312,127.3757288
1159,드림비가정어린이집,전라북도,남원시,가정,16,7,전라북도 남원시 요천로 1300,063-626-3693,063-634-3232,3,N,0,1,,2019-04-01,35.39553171,127.3656875
1160,해피아이가정어린이집,전라북도,남원시,가정,15,5,전라북도 남원시 황죽로 11,063-636-2822,063-635-2822,0,N,0,1,,2019-04-01,35.42589138,127.4082959
1161,아이꿈터가정어린이집,전라북도,남원시,가정,13,4,전라북도 남원시 용성로 207,063-636-0550,,2,N,0,0,,2019-04-01,35.41686556,127.394815
1162,큰별가정어린이집,전라북도,남원시,가정,18,7,전라북도 남원시 용성로 221-42,063-636-8498,063-636-8498,3,N,0,1,,2019-04-01,35.41740467,127.3940041
1163,아이미소어린이집,전라북도,남원시,가정,14,7,전라북도 남원시 오들1길 93,063-636-6478,,2,Y,0,1,,2019-04-01,35.42032837,127.4014987
1164,김제어린이집,전라북도,김제시,국공립,95,12,전라북도 김제시 도작로 145,063-543-5688,063-548-5688,6,Y,13,1,,2019-04-01,35.80707249,126.8975101
1165,남포어린이집,전라북도,김제시,국공립,60,7,전라북도 김제시 성덕면 지평선로 89,063-543-7578,063-544-7578,3,Y,0,1,,2019-04-01,35.8097341,126.7919374
1166,김제제일어린이집,전라북도,김제시,국공립,80,12,전라북도 김제시 동서1길 67,063-547-0430,063-544-0430,5,Y,8,2,,2019-04-01,35.79978828,126.880675
1167,신광어린이집,전라북도,김제시,사회복지법인,131,15,전라북도 김제시 요촌8길 16-3,063-544-2723,063-545-2723,7,Y,14,2,,2019-04-01,35.80290626,126.8884378
1168,꿈동산어린이집,전라북도,김제시,사회복지법인,90,7,전라북도 김제시 옥산길 105,063-545-5425,063-545-6677,5,Y,19,1,,2019-04-01,35.79420991,126.8846455
1169,부용어린이집,전라북도,김제시,사회복지법인,94,13,전라북도 김제시 백구면 부용로 178,063-542-2537,063-543-2537,6,Y,9,2,,2019-04-01,35.87788376,126.9482622
1170,한나어린이집,전라북도,김제시,사회복지법인,91,11,전라북도 김제시 만경읍 능제로 55-6,063-544-8750,063-543-8750,7,Y,11,2,,2019-04-01,35.85102277,126.8207911
1171,별초롱어린이집,전라북도,김제시,사회복지법인,48,15,전라북도 김제시 연정3길 59,063-545-4200,063-545-1700,5,N,0,2,,2019-04-01,35.79019037,126.8513252
1172,예은어린이집,전라북도,김제시,사회복지법인,72,11,전라북도 김제시 봉남로 886,063-546-9078,063-546-9079,7,Y,9,2,,2019-04-01,35.78019953,126.9244702
1173,무궁화어린이집,전라북도,김제시,사회복지법인,79,9,전라북도 김제시 월산1길 43,063-547-5178,063-542-7281,4,Y,0,2,,2019-04-01,36.59912853,126.6481585
1174,서암어린이집,전라북도,김제시,사회복지법인,123,18,전라북도 김제시 도작2길 35-8,063-546-5555,063-547-1400,7,Y,8,3,,2019-04-01,35.79572377,126.9034806
1175,길보른어린이집,전라북도,김제시,사회복지법인,124,16,전라북도 김제시 금성로 93,063-547-9773,063-544-9773,7,Y,13,1,,2019-04-01,35.79974174,126.9004346
1176,김제원광어린이집,전라북도,김제시,법인·단체등,80,10,전라북도 김제시 남북1길 18-8,063-547-6402,063-547-6403,4,Y,2,1,,2019-04-01,35.79151296,126.8986472
1177,햇살어린이집,전라북도,김제시,법인·단체등,82,10,전라북도 김제시 금구면 금구1길 21,063-543-2489,063-547-2484,5,Y,7,2,,2019-04-01,35.77203465,127.009928
1178,금구원광어린이집,전라북도,김제시,법인·단체등,60,8,전라북도 김제시 금구면 봉두4길 32,063-547-9048,063-546-5047,5,Y,0,2,,2019-04-01,35.77606658,127.0084514
1179,원평원광어린이집,전라북도,김제시,법인·단체등,79,8,전라북도 김제시 금산면 모악로 42,063-543-5685,063-544-1770,5,Y,0,2,,2019-04-01,35.71541973,126.9982853
1180,상록어린이집,전라북도,김제시,법인·단체등,99,17,전라북도 김제시 금성16길 9,063-544-3883,063-545-4414,6,Y,9,2,,2019-04-01,35.80115282,126.9082222
1181,평강어린이집,전라북도,김제시,법인·단체등,77,7,전라북도 김제시 금산면 원평로 108-9,063-543-4463,063-543-4461,5,Y,2,1,,2019-04-01,35.71830836,126.9961732
1182,키즈맘어린이집,전라북도,김제시,민간,53,14,전라북도 김제시 도작8길 78,063-543-2332,063-543-2339,6,Y,8,1,,2019-04-01,35.80219505,126.896883
1183,리틀서암어린이집,전라북도,김제시,민간,63,11,전라북도 김제시 도작2길 37,063-547-1400,063-547-1400,6,Y,5,3,,2019-04-01,35.79600137,126.9033816
1184,ABC어린이집,전라북도,김제시,민간,99,14,전라북도 김제시 도작로 103,063-546-8927,063-546-8930,6,Y,0,1,,2019-04-01,35.80368015,126.8996582
1185,포근한어린이집,전라북도,김제시,민간,30,9,전라북도 김제시 요촌중4길 22,063-546-3773,063-546-3774,3,Y,0,1,,2019-04-01,35.80689365,126.8908176
1186,솔로몬어린이집,전라북도,김제시,민간,44,16,전라북도 김제시 도작7길 75-28,063-548-2209,063-548-2207,8,N,8,2,,2019-04-01,35.80117788,126.8966697
1187,샬레어린이집,전라북도,김제시,민간,23,8,전라북도 김제시 검산택지길 61,063-544-7373,,3,N,0,1,,2019-04-01,35.80252976,126.9048441
1188,꼬마들의 즐거운 뜰 어린이집,전라북도,김제시,민간,62,18,전라북도 김제시 도작9길 12,063-548-0030,063-548-0032,6,Y,8,1,,2019-04-01,35.80308887,126.8997074
1189,장원어린이집,전라북도,김제시,민간,24,7,전라북도 김제시 금성로 140,063-542-0970,063-542-0971,3,Y,4,1,,2019-04-01,35.8010828,126.9054398
1190,해바라기아가어린이집,전라북도,김제시,민간,49,17,전라북도 김제시 금성8길 9-9,063-544-1003,,9,N,11,1,,2019-04-01,35.79963259,126.898496
1191,베이비캐슬어린이집,전라북도,김제시,민간,40,12,전라북도 김제시 교정길 36,063-544-0102,063-544-0121,4,Y,8,1,,2019-04-01,35.79774791,126.8783329
1192,꼬마천사어린이집,전라북도,김제시,민간,32,7,전라북도 김제시 검산택지4길 30,063-545-7110,063-545-7110,0,N,8,1,,2019-04-01,35.80315398,126.9069178
1193,오투 로뎀 어린이집,전라북도,김제시,민간,21,9,전라북도 김제시 요촌중길 146,063-546-7942,063-546-7942,0,N,0,1,,2019-04-01,35.80971005,126.8928694
1194,사과나무어린이집,전라북도,김제시,가정,13,6,전라북도 김제시 도작4길 55,063-544-8384,063-544-8385,3,N,0,1,,2019-04-01,35.80101645,126.9061117
1195,행복나무어린이집,전라북도,김제시,가정,20,7,전라북도 김제시 요촌중4길 53-9,063-546-0019,063-546-0029,3,N,3,1,,2019-04-01,35.80658657,126.8891186
1196,지혜어린이집,전라북도,김제시,가정,13,5,전라북도 김제시 도작로 33,063-545-2300,063-545-2301,3,N,0,1,,2019-04-01,35.7970927,126.9042696
1197,엄마사랑어린이집,전라북도,김제시,가정,20,7,전라북도 김제시 요촌중4길 39-6,063-547-2529,063-547-2529,5,N,1,1,,2019-04-01,35.80674764,126.8897278
1198,아이조아어린이집,전라북도,김제시,가정,20,7,전라북도 김제시 도작로 93,063-544-2138,063-544-2138,3,N,0,1,,2019-04-01,35.80207076,126.9000861
1199,즐거운어린이집,전라북도,김제시,가정,13,7,전라북도 김제시 요촌동길 50,063-545-2478,063-546-2478,3,N,0,1,,2019-04-01,35.80611038,126.8945721
1200,예담어린이집,전라북도,김제시,가정,13,4,전라북도 김제시 도작로 93,063-545-8458,063-544-8885,3,N,0,1,,2019-04-01,35.80207076,126.9000861
1201,뽀뽀뽀어린이집,전라북도,김제시,가정,11,3,전라북도 김제시 도작로 111,063-543-5596,,2,N,0,0,,2019-04-01,35.80383932,126.8989078
1202,아기코끼리 어린이집,전라북도,김제시,가정,13,4,전라북도 김제시 도작로 33,063-544-9998,,3,N,0,1,,2019-04-01,35.7970927,126.9042696
1203,대방참사랑어린이집,전라북도,김제시,가정,16,7,전라북도 김제시 금성8길 56,063-544-8044,063-547-8044,3,N,0,1,,2019-04-01,35.80110225,126.8994188
1204,도담도담어린이집,전라북도,김제시,가정,16,5,전라북도 김제시 금성8길 56,063-545-2205,070-8194-1029,3,N,0,1,,2019-04-01,35.80110225,126.8994188
1205,아린어린이집,전라북도,김제시,가정,12,2,전라북도 김제시 만경읍 만경로 870-12,063-544-7442,063-544-7442,3,N,0,1,,2019-04-01,35.85741023,126.8189847
1206,꼬꼬마어린이집,전라북도,김제시,가정,13,6,전라북도 김제시 도작4길 55,063-544-2820,063-544-2820,4,Y,0,1,,2019-04-01,35.80101645,126.9061117
1207,꼬마별어린이집,전라북도,김제시,가정,11,4,전라북도 김제시 도작로 111,063-542-2060,063-542-2060,3,Y,0,0,,2019-04-01,35.80383932,126.8989078
1208,아가성만영재어린이집,전라북도,김제시,가정,20,4,전라북도 김제시 요촌동1길 43-19,063-542-0203,,0,N,0,0,,2019-04-01,35.80428978,126.8933894
1209,새한어린이집,전라북도,김제시,가정,13,4,전라북도 김제시 금성2길 12,063-543-1328,063-543-1328,3,N,0,1,,2019-04-01,35.79460832,126.8936996
1210,엘림어린이집,전라북도,김제시,가정,20,8,전라북도 김제시 동서1길 13-13,063-544-8858,063-544-8808,6,N,0,1,,2019-04-01,35.79725284,126.8801241
1211,희망찬어린이집,전라북도,김제시,직장,49,5,전라북도 김제시 순동산단1길 23,063-547-8778,063-542-7980,0,N,14,1,,2019-04-01,35.81980644,126.9248615
1212,둔산어린이집,전라북도,완주군,국공립,54,9,전라북도 완주군 봉동읍 둔산3로 94,063-261-6231,063-262-6231,4,Y,8,0,,2019-04-01,35.9609137,127.1284041
1213,꿈나래어린이집,전라북도,완주군,국공립,91,15,전라북도 완주군 송광수만로 227-9,063-243-8187,063-242-8355,6,Y,0,3,,2019-04-01,35.88164648,127.2428427
1214,화산어린이집,전라북도,완주군,국공립,20,4,전라북도 완주군 화산면 화산남로 491,063-263-5980,063-263-5920,0,Y,0,1,,2019-04-01,36.03164682,127.1994232
1215,산내들어린이집,전라북도,완주군,국공립,45,14,전라북도 완주군 봉동읍 봉동중앙로 53-20,063-263-9331,063-263-9331,6,Y,9,1,,2019-04-01,35.92990221,127.1577801
1216,사랑뜰어린이집,전라북도,완주군,국공립,58,11,전라북도 완주군 이서면 갈산1로 12,063-227-1616,063-227-1615,5,Y,8,0,,2019-04-01,35.83457264,127.0550705
1217,오투그란데어린이집,전라북도,완주군,국공립,44,6,전라북도 완주군 봉동읍 봉비로 176,063-261-1279,,0,Y,0,0,,2019-04-01,35.99425558,127.1302364
1218,꽃동산어린이집,전라북도,완주군,사회복지법인,82,11,전라북도 완주군 삼례읍 마천3길 7-4,063-291-4826,063-291-1063,5,Y,0,2,,2019-04-01,35.9063281,127.0719952
1219,연강어린이집,전라북도,완주군,사회복지법인,78,9,전라북도 완주군 상관면 춘향로 4618,063-286-3345,063-287-3871,5,Y,0,2,,2019-04-01,35.76229128,127.2157942
1220,피노키오어린이집,전라북도,완주군,사회복지법인,84,14,전라북도 완주군 이서면 이문길 22-10,063-222-7058,063-222-7056,7,Y,9,2,,2019-04-01,35.82208736,127.0126801
1221,완주어린이집,전라북도,완주군,사회복지법인,79,5,전라북도 완주군 봉동읍 신중길 14,063-261-7031,063-261-7035,5,Y,0,1,,2019-04-01,35.93294417,127.1507674
