이름,주소,위도,경도
임실기림초등학교,임실읍 봉황로369,35.62896743,127.2898513
임실초등학교,임실읍 봉황로 64-12,35.60726306,127.2707555
지사초등학교,지사면 방계3길 10,35.56432033,127.3566615
청웅초등학교,청웅면 청웅로 188,35.57142583,127.2049038
구림초등학교,구림면 방화로 6,35.45297226,127.100401
금과초등학교,금과면 신매우1길 11,35.33996644,127.0871534
동계초등학교,동계면 동계로 35,35.44079904,127.2400533
동산초등학교,복흥면 동산길 17,35.45593279,126.9204916
복흥초등학교,복흥면 정산로 12,35.43121875,126.9319795
순창중앙초등학교,순창읍 장류로 385,35.37769818,127.1445028
순창초등학교,순창읍 순창7길 40,35.37511301,127.1391902
시산초등학교,쌍치면 시산길 45,35.49136038,126.9813806
쌍치초등학교,쌍치면 반계길 40,35.50169025,127.0026687
옥천초등학교,순창읍 순창6길 33,35.37302512,127.1464854
유등초등학교,유등면 유등로 413,35.36213574,127.1884292
인계초등학교,인계면 인성로 162-7,35.41427145,127.1589261
적성초등학교,적성면 적성로 149-7,35.39793881,127.2095532
팔덕초등학교,팔덕면 강천로 328,35.39289622,127.0976555
풍산초등학교,풍산면 금풍로 997-10,35.337184,127.1380791
가평초등학교,신림면 가평로 472,35.47791066,126.738514
고수초등학교,고수면 고수로 93,35.40447498,126.6859986
고창남초등학교,고창읍 중거리당산로 111,35.42919412,126.6975415
고창초등학교,고창읍 중앙로 259,35.43636851,126.703322
공음초등학교,공음면 공음길 20,35.3768941,126.5114306
대산초등학교,대산면 장자산로 669,35.32857453,126.5637267
대아초등학교,아산면 녹두로 776,35.43949724,126.6335135
동호초등학교,해리면 신동호길 18,35.50756379,126.4941685
매산초등학교,대산면 매산초등길 22,35.34022886,126.5945381
무장초등학교,무장면 무장초등길 24,35.41440168,126.5644772
봉암초등학교,부안면 인촌로 505,35.55838523,126.6277495
부안초등학교,부안면 복분자로 806,35.51185576,126.6632029
상하초등학교,상하면 상하1길 36,35.44443328,126.4880367
선동초등학교,공음면 청보리로 1010,35.36798251,126.5561229
성내초등학교,성내면 시기2길 2,35.53805506,126.7447764
성송초등학교,성송면 백토1길 10,35.35626239,126.6434506
신림초등학교,신림면 동법지길 61,35.49423516,126.7001969
심원초등학교,심원면 심원로 229,35.52571291,126.5523901
아산초등학교,아산면 영모정길 45,35.48332243,126.6054618
해리초등학교,해리면 해리중앙로 152,35.4659049,126.5359774
흥덕초등학교,흥덕면 흥덕초등길 13,35.51965176,126.70151
격포초등학교,변산면 격포윗길 11,35.62524514,126.4743921
계화초등학교,계화면 계화로 475,35.785383,126.6380496
곰소초등학교,진서면 작도길 7,35.596183,126.5995936
동북초등학교,동진면 제전길63,35.77573678,126.7308938
동진초등학교,동진면 동진로 145,35.75233638,126.7430445
백련초등학교,하서면 변산로1203,35.70781063,126.6010025
백룡초등학교,백산면 시기길 15,35.71883494,126.8100597
백산초등학교,백산면 백산로 306-7,35.70207422,126.7881032
변산초등학교,변산면 지서1길 11,35.66251905,126.5280199
부안남초등학교,부안읍 연곡로 7,35.70209371,126.7343654
부안동초등학교,부안읍 석정로 313,35.71639463,126.7383324
부안초등학교,부안읍 부풍로 29,35.72802981,126.7340266
상서초등학교,상서면 고인돌로 314,35.70782342,126.6599137
영전초등학교,보안면 부안로 1158,35.6117248,126.6697575
우덕초등학교,상서면 부안로 1971,35.68361214,126.6761647
위도초등학교,위도면 진리잔등로 113-3,35.59607225,126.2923328
장신초등학교,하서면 석불로 68,35.71742883,126.6262485
주산초등학교,주산면 주산초교길 86-11,35.66647663,126.7146639
줄포초등학교,줄포면 줄포초교길 16,35.59193076,126.6809229
창북초등학교,계화면 창북중앙길 115,35.76222275,126.6941612
하서초등학교,하서면 서당로 99,35.72052622,126.6498303
행안초등학교,행안면 월륜길 18,35.71986766,126.7168239
개야도초등학교,옥도면 개야도길 189-10,36.04282572,126.5487235
개정초등학교,개정면 동정1길 5,35.96317048,126.7690744
군산경포초등학교,백릉로 75,35.97659337,126.7347144
군산구암초등학교,경암3길 64-1,35.9807728,126.7319763
군산금광초등학교,대학로 100,36.67456054,126.8626679
군산나운초등학교,신설로 50,35.97270666,126.6922692
군산남초등학교,삼학7길 4,35.97826042,126.714884
군산내흥초등학교,사옥2길 33-18,36.00592196,126.7592707
군산동초등학교,번영로 181,37.32503674,126.7412762
군산문화초등학교,문화안길 51,35.9747088,126.7034891
군산미성초등학교,칠성2길 27,35.95793616,126.6742132
군산미장초등학교,미장안길 14,35.9656673,126.727696
군산산북초등학교,원산북2길 29,35.96427778,126.681832
군산서초등학교,중앙로 230,37.5171799,126.8545687
군산서해초등학교,의료원로 162,35.95964591,126.6998994
군산소룡초등학교,설림길 55,35.97466179,126.6824766
군산수송초등학교,월명로 312,35.97281679,126.7164444
군산신풍초등학교,하나운 3길 7,35.96377098,126.6957922
군산신흥초등학교,백토로 129,35.96810988,126.706831
군산아리울초등학교,수송동로 90,35.96771396,126.7203082
군산용문초등학교,미룡로 32-8,35.94218321,126.6890407
군산월명초등학교,수송동로 24,35.96198092,126.7202642
군산중앙초등학교,중앙로 91,37.50555474,126.8604242
군산지곡초등학교,신지길 26,35.95759841,126.7070538
군산진포초등학교,나운안길 54,35.96584164,126.7050252
군산초등학교,지곡로 68,35.95328026,126.7099645
군산푸른솔초등학교,축동로 20,35.96146082,126.7113629
군산풍문초등학교,풍마길 22,35.97727412,126.7187459
군산해성초등학교,옥성남길 21,35.95872636,126.6306434
군산흥남초등학교,서흥안2길 20,35.97177485,126.7086852
금암초등학교,서수면 황등서로 351-8,36.00630365,126.9067514
나포초등학교,나포면 교동1길 23,36.0304495,126.8336366
당북초등학교,옥산면 백석로 40,35.94666143,126.717003
대야남초등학교,대야면 남군산로 116,35.9193117,126.8200554
대야초광산분교장,대야면 번영로 1421,35.9356832,126.8667289
대야초등학교,대야면 대야관통로 141-13,35.94883591,126.8181746
마룡초등학교,서수면 청룡로 123,36.0024423,126.8781798
무녀도초등학교,옥도면 무녀도2길 33,35.80466804,126.4237472
문창초등학교,공항로 394,35.95624713,126.6549529
미룡초등학교,대학로 498-10,35.95086947,126.6851152
발산초등학교,개정면 바르메길 43,35.95859858,126.7966627
비안도초등학교,옥도면 비안도1길 7,35.73537944,126.4564139
새만금초등학교,요죽5길 42,35.96731265,126.5614534
서수초등학교,서수면 항쟁로 199,35.98269619,126.8767945
선유도초등학교,옥도면 선유북길 89-1,35.81187125,126.4124056
성산초등학교,성산면 동군산로 39,35.99058423,126.7858263
술산초등학교,임피면 남산로 26-13,35.95713333,126.8623024
신시도초등학교,옥도면 신시도2길 18-5,35.81567454,126.450957
신시도초야미도분교장,옥도면 야미도3길 12,35.84194069,126.4921607
어청도초등학교,옥도면 어청도길 95-7,36.12039471,125.97917
오봉초등학교,회현면 오봉길 55,35.88835686,126.7255771
옥구초등학교,옥구읍 옥구로 50,35.9224527,126.6801779
옥봉초등학교,옥서면 옥봉초교길 29,35.92704123,126.641888
옥산초등학교,옥산면 여로2길 40,35.94073243,126.7494349
임피초등학교,임피면 동헌길 38,35.98780017,126.8499764
전주교육대학교군산부설초등학교,팔마로 185,35.97396352,126.7226169
창오초등학교,성산면 동군산로 393,35.98533822,126.8168377
회현초등학교,회현면 회현로 139,35.91555527,126.7525759
금마초등학교,금마면 금마4길 38,35.99106771,127.05592
낭산초등학교,낭산면 우신길 142,36.06665609,127.0149858
다송초등학교,함열읍 익산대로 1351,36.04144728,126.9550746
망성초등학교,망성면 여강로 903,36.12069957,127.0286424
미륵초등학교,금마면 용순길 243,36.00217538,127.0218539
삼기초등학교,삼기면 황금로 523,36.02003972,126.9854993
석불초등학교,삼기면 진북로 267,36.02994903,127.005968
성당초등학교,성당면 성당로 354-16,36.1000014,126.9262099
성북초등학교,망성면 신작길 17-5,36.1465224,127.0081046
여산초등학교,여산면 동헌길 14,36.05857695,127.0876745
영만초등학교,오산면 선화로4길 42-9,35.94770926,126.9309766
오산남초등학교,오산면 남전1길 27,35.92787752,126.8934248
오산초등학교,오산면 오산로 38,35.94190381,126.9158496
왕궁남초등학교,왕궁면 학호길 12,35.92708238,127.0755188
왕궁초등학교,왕궁면 견우길 3,35.96632723,127.0898836
왕북초등학교,왕궁면 금광길 54-12,35.99101532,127.1040758
용남초등학교,용안면 입산길 13,36.09555238,126.9626158
용북초등학교,용안면 용북로 81,36.13432786,126.9477189
용산초등학교,황등면 용산로 193,36.04017955,126.938305
용성초등학교,낭산면 하맹길 183,36.05656593,126.9996542
용안초등학교,용안면 용안교동 1길 6-1,36.12068685,126.954445
웅포초등학교,웅포면 강변로 10-1,36.0650017,126.8782942
이리계문초등학교,계문길 79-8,35.97365679,126.9442257
이리고현초등학교,선화로 23길 44,35.95210271,126.9468975
이리남창초등학교,인북로 171,35.9442891,126.9535806
이리남초등학교,번영로 2040-9,35.91425607,126.9301944
이리동남초등학교,동천로7길 18,35.93131804,126.9707108
이리동북초등학교,고봉로 190-3,35.94912628,126.9690635
이리동산초등학교,평동로 23길 46,35.93185398,126.9639742
이리동초등학교,동서로 51길 57,35.95764207,126.9769617
이리마한초등학교,무왕로 17길 47,35.962384,126.9787336
이리모현초등학교,배산로 14길 12-4,35.94552389,126.9399632
이리백제초등학교,궁동로 29,35.9623371,126.9739476
이리부송초등학교,부송로 2길 27,35.95523555,126.9937055
이리부천초등학교,부송1로 32,35.95655039,126.9855239
이리북일초등학교,동서로 19길 100,35.96278758,126.9592211
이리북초등학교,인북로 58길 11,35.95263577,126.9611933
이리삼성초등학교,하나로 15길 17-7,35.98832641,126.9759497
이리서초등학교,익산대로213,35.94527011,126.9489539
이리석암초등학교,서동로 46길 119,35.93518731,127.0081764
이리송학초등학교,학곤로 57,35.9369867,126.9407056
이리신동초등학교,무왕로 981,35.96164474,126.9672193
이리신흥초등학교,하나로 3길 10,35.93481066,126.9790026
이리영등초등학교,동서로 41길 37,35.95307272,126.9723737
이리중앙초등학교,인북로 77,35.93568016,126.9508726
이리초등학교,중앙로 15길 20,37.13985348,128.2099782
이리팔봉초등학교,무왕로 31길 10,35.96759569,127.0130223
익산가온초등학교,선화로1길 106,35.95632485,126.9382581
익산궁동초등학교,무왕로 25길 26,35.96251767,126.9937953
익산어양초등학교,하나로 10길 23,35.96162472,126.9833593
익산옥야초등학교,옛둑2길 52,35.92227222,126.959991
익산초등학교,동서로61길 27-38,35.95459599,126.979541
익산한벌초등학교,부송1로 115,35.95887949,126.9945279
천서초등학교,춘포면 천서길 221,35.946184,127.0366528
춘포초등학교,춘포면 춘포로 408,35.90170167,127.0107764
함라초등학교,함라면 함라1길 66,36.05920036,126.9109042
함열초등학교,함열읍 함열8길 2,36.07786198,126.966003
황등남초등학교,황등면 황등서로 44,36.00338691,126.9384885
황등초등학교,황등면 황금로 17-6,36.009277,126.9451566
흥왕초등학교,용동면 흥왕1길 17,36.10502448,126.9965489
감곡초등학교,감곡면 감곡동서로 355,35.71813902,126.9255381
고부초등학교,고부면 교동3길 14,35.62075142,126.7722149
교암초등학교,정읍사로 179,35.52603685,126.8457849
내장초등학교,대석1길 13-4,35.53504251,126.8930989
능교초등학교,산내면 능교3길 13-5,35.56762269,127.0317155
대흥초등학교,입암면 정읍남로 766,35.5248992,126.8084785
덕천초등학교,덕천면 황토현로 831,35.62081047,126.8442487
도학초등학교,덕천면 동학로 635,35.62856696,126.8188542
동신초등학교,상동중앙로 15,35.55834349,126.8650518
백암초등학교,칠보면 암축길 17,35.61175006,126.9502612
보성초등학교,북면 연지길 38-27,35.60334076,126.9278565
북면초등학교,북면 화평길 31,35.60314489,126.8882648
산외초등학교,산외면 운전2길 7,35.62040891,127.0404365
서신초등학교,소성상평로 401-5,35.56334996,126.8217716
소성초등학교,소성면 보화1길 130,35.55442787,126.777239
수곡초등학교,칠보면 여옥길 11,35.56783407,126.9585692
신태인초등학교,신태인읍 신태인1길 54-3,35.68619174,126.8896769
영산초등학교,하북1길 217,35.59908625,126.8625184
영원초등학교,영원면 영원로 1087,35.65552711,126.7836134
옹동초등학교,옹동면 칠석1길 29-7,35.64728052,126.9763458
이평초등학교,이평면 말목장터길 5-29,35.66231646,126.8385969
입암초등학교,입암면 입암중앙길 29,35.50551794,126.7968706
정남초등학교,정우면 대산1길 90,35.62208315,126.8644279
정우초등학교,정우면 금남길 28-24,35.65195192,126.8798012
정읍남초등학교,남산5길 25,35.56040042,126.8491459
정읍동초등학교,충정로 176,35.56697137,126.8621196
정읍북초등학교,명덕1길 41,36.83859287,127.7134126
정읍서초등학교,명륜길 32,35.57046845,126.8474924
정읍수성초등학교,수성3로 21,35.58437716,126.857349
정읍초등학교,마곡로 33,35.58784148,126.8635952
정일초등학교,정문들목길 26-19,35.58979214,126.8199201
칠보초등학교,칠보면 칠보중앙로 130,35.60649429,126.9899785
태인초등학교,태인면 동헌길 16,35.65381454,126.9466315
한솔초등학교,학산로 69,37.23904041,127.2063258
금지동초등학교,금지면 금지순환길 888-10,35.35647711,127.2986504
금지초등학교,금지면 택내길 36-37,35.33345585,127.2934944
남원교룡초등학교,광천남길654,35.41665571,127.3782083
남원노암초등학교,여수길 14,35.39594928,127.3764888
남원대산초등학교,대산면 운교1길10,35.43207083,127.3270162
남원도통초등학교,대교2길 22번지,35.413792,127.3947577
남원서원초등학교,대산면 남문로 109,35.4046548,127.3434735
남원왕치초등학교,박달길 37,35.43458682,127.3822648
남원용성초등학교,용성로 29,37.00571962,127.4783921
남원월락초등학교,용성로 321,35.42367049,127.4044804
남원중앙초등학교,동림로 36,35.41299312,127.3901121
남원초등학교,가방뜰길 18,35.40242332,127.3746726
대강초등학교,대강면 섬진로 852,35.34630332,127.229151
덕과초등학교,덕과면 덕오로 298,35.51421746,127.3537633
보절초등학교,보절면 신흥2길 5,35.51427905,127.4006481
사매초등학교,사매면 오신2길 7,35.49953263,127.3604016
산내초등학교,산내면 대정길 99,35.41992104,127.6275656
산동초등학교,산동면 요천로 2929,35.49231232,127.4767197
송동초등학교,송동면 노송로 624-6,35.35528251,127.3361893
수지초등학교,수지면 내호곡3길21,35.33705392,127.3735189
아영초등학교,아영면 고인청계길 15,35.50589395,127.6097024
오동초등학교,이백면 이백로 147,35.42730863,127.4233385
운봉초등학교,운봉읍 운봉로 725,35.44128653,127.5330641
원천초등학교,주천면 외평2길 23,35.38845557,127.4454244
이백초등학교,이백면 평촌길 30,35.42974152,127.4612147
인월초등학교,인월면 인월1길 55,35.46409032,127.6018315
주생초등학교,주생면 소지길 21-5,35.38325303,127.32588
공덕초등학교,공덕면 공덕로 248,35.89465475,126.9116039
광활초등학교,광활면 광활11길 37,35.8339488,126.7403601
금구초등학교,금구면 금구로 40,35.7744982,127.0125018
금남초등학교,금산면 송율길 239-8,35.74352988,126.9958952
금산초등학교,금산면 모악로 383,35.72072233,127.0321781
김제검산초등학교,도작로 122,35.80626934,126.8999237
김제동초등학교,중앙13길 18,35.79479281,126.9009833
김제북초등학교,콩쥐팥쥐로 306-56,35.81496393,126.9338485
김제중앙초등학교,동서로 193,35.8009089,126.8887509
김제초등학교,서낭당길 31,35.80173146,126.887372
난산초등학교,백구면 금백로 1213,35.8774561,126.9958992
남양초등학교,황산면 남산로 366,35.78316833,126.974558
만경초등학교,만경읍 능제2길 2,35.8541727,126.8229525
백구초등학교,백구면 석담2길 36,35.88648329,126.9702089
백석초등학교,백산로 54,35.82867224,126.893416
벽량초등학교,부량면 대평2길 99,35.73014148,126.8481832
봉남초등학교,봉남면 조양1길 11,35.76382853,126.952235
부용초등학교,백구면 황토로 1030,35.87623076,126.951677
비룡초등학교,용지면 금백로 845-7,35.84412437,126.9898157
성덕초등학교,성덕면 대석로 75,35.82015047,126.807215
심창초등학교,진봉면 지평선로 1295,35.85820977,126.7217652
용동초등학교,용지면 용덕길 36,35.85457978,127.003365
용지초등학교,용지면 용지로 462,35.85416363,126.9586371
원평초등학교,금산면 원평로 101,35.71738385,126.9944178
월성초등학교,봉황로 1020,35.76019931,126.910175
월촌초등학교,입석7길 119,35.7891504,126.8681701
종정초등학교,백산면 종정1길 143,35.85217451,126.9053671
죽산초등학교,죽산면 죽산2길 13,35.77239966,126.8176645
진봉초등학교,진봉면 진봉로 302,35.84731438,126.7831161
청운초등학교,금구면 황토로 168-30,35.81054766,126.9826412
청하초등학교,청하면 대청 4길 25,35.89335357,126.8586861
초처초등학교,봉남면 초처로 233,35.73907155,126.9548806
치문초등학교,백구면 유강11길 43,35.90638956,126.9362332
화율초등학교,금산면 수류로 587,35.68804773,127.0419264
황강초등학교,공덕면 유강4길 94,35.87608915,126.9246759
황산초등학교,황산면 용마로 75,35.79637779,126.9446909
가천초등학교,경천면 경가천길148-9,36.03286211,127.2642321
간중초등학교,용진읍 간중길 39,35.89126699,127.1817903
고산초등학교,고산면 고산로 153,35.97543375,127.2141308
구이초등학교,구이면 구이로 1357,35.7209104,127.1186562
남관초등학교,상관면 마자길7,35.72331461,127.2336338
대덕초등학교,구이면 구이로 641,35.66076431,127.1106128
동상초등학교,동상면 대아저수로1525,35.95777997,127.2937349
동양초등학교,소양면 전진로 1059,35.84407494,127.2712298
봉동초등학교,봉동읍 봉동동서로 105,35.93849374,127.1621833
봉동초양화분교장,고산면 양화로 181-7,35.94573358,127.2053948
봉서초등학교,봉동읍 원둔산6길 5,35.96305514,127.1251503
봉성초등학교,봉동읍 신덕성덕길 58-17,35.92298566,127.1549096
비봉초등학교,비봉면 비봉소농길 40,35.99799132,127.1395036
삼례동초등학교,삼례읍 구와로 13,35.9205419,127.1062059
삼례중앙초등학교,삼례읍 웃삼례길 17-10,35.91953766,127.0815038
삼례초등학교,삼례읍 후정로 30,35.9107679,127.0688479
삼우초등학교,고산면 천호로 27-16,35.9673005,127.1805596
상관초등학교,상관면 신리로 115,35.77231085,127.2059173
소양서초등학교,소양면 명덕로 38,35.8598927,127.2106691
소양초등학교,소양면 소양로 239,35.85688149,127.2342029
송광초등학교,소양면 송광새터길 16-3,35.88560926,127.245242
용봉초등학교,봉동읍 완주로 449,35.90580105,127.1559622
용진초등학교,용진읍 상삼1길 52,35.85750982,127.1769587
운주초등학교,운주면 운주로 107,36.09215567,127.277917
이서초등학교,이서면 이서로 76,35.82001346,127.0248579
이성초등학교,이서면 대문안1길 23,35.79757103,127.0450331
청명초등학교,구이면 구이로 1712,35.7516826,127.1250224
청완초등학교,봉동읍 완주산단9로 80,35.96366958,127.1205138
태봉초등학교,구이면 덕평로 289,35.7455962,127.1496079
화산초등학교,화산면 화산로 830,36.0351913,127.204007
동향초등학교,동향면 하양지1길 5,35.83944175,127.5656987
마령초등학교,마령면 임진로 2122,35.73550676,127.3691924
백운초등학교,백운면 임진로 1340-8,35.69173286,127.3992627
부귀초등학교,부귀면 부귀로 313-9,35.83740299,127.3608077
송풍초등학교,용담면 안용로 1005,35.9652011,127.5185427
안천초등학교,안천면 진무로 3071-9,35.90029728,127.5601694
오천초등학교,진안읍 죽산로 5,35.77627462,127.4928703
외궁초등학교,성수면 가외반로 498,35.70655516,127.3259108
장승초등학교,부귀면 곰티로 1287,35.79937969,127.3345875
조림초등학교,정천면 봉학로 52,35.87246256,127.4302902
주천초등학교,주천면 동상주천로 2225,35.97642587,127.4264233
진안중앙초등학교,진안읍 학천변길 47,35.7949637,127.4363037
진안초등학교,진안읍 중앙로 55,35.79123409,127.4241464
괴목초등학교,무주군 적상면 괴목로 536-4,35.9466345,127.7160372
구천초등학교,설천면 구천동로 898,35.90924615,127.7771967
무주중앙초등학교,무주읍 향학로 87,36.01277802,127.6645307
무주초등학교,무주읍 향한로 43,36.01027836,127.6603152
무풍초등학교,무풍면 대덕산로 926,35.96756925,127.848361
부남초등학교,부남면 대소길 10,35.97290779,127.5597534
부당초등학교,부남면 부남로 1785,36.01559786,127.5802828
설천초등학교,설천면 무설로 1599,36.00928043,127.7889175
안성초등학교,안성면 칠연로58,35.86576627,127.6553047
적상초등학교,적상면 삼가로 16,35.93216845,127.6559523
서전주중학교,완산구 거마평로 205,35.81033988,127.112235
전라중학교,덕진구 들사평1길 39,35.83755007,127.123463
전북중학교,덕진구 쪽구름2길 22,35.87323498,127.0779988
전일중학교,덕진구 모래내6길 36,35.83835007,127.1451159
전주곤지중학교,완산구 매곡로 22,35.81056438,127.1432813
전주근영중학교,완산구 영경1길 11,35.82030227,127.1246416
전주기린중학교,덕진구 동부대로 739,35.8541504,127.1569104
전주기전중학교,완산구 유연로133,35.82623909,127.100655
전주남중학교,완산구 덕적골2길 30,35.79608353,127.1402939
전주덕일중학교,덕진구 하가로 67,35.84798826,127.1111668
전주덕진중학교,덕진구 기린대로 541-48,35.84406521,127.1169315
전주동중학교,덕진구 심방죽로 23,35.83854196,127.150888
전주서곡중학교,완산구 서곡6길 23,35.83554893,127.1035986
전주서신중학교,완산구 안터2길 40,35.82877357,127.1167419
전주서중학교,완산구 당산로 2,35.8317185,127.1094896
전주성심여자중학교,완산구 경기전길 130,35.81195132,127.150661
전주솔빛중학교,덕진구 솔내6길 33,35.85903251,127.124056
전주신일중학교,완산구 견훤왕궁2길 8,35.82896302,127.1532516
전주신흥중학교,완산구 서원로 399,35.81541013,127.1362767
전주아중중학교,덕진구 중상보로 16,35.83248496,127.1703814
전주양지중학교,완산구 양지2길 11-16,35.79174135,127.1243865
전주양현중학교,덕진구 만성북4길 10,35.84777267,127.0747011
전주오송중학교,덕진구 천마산로 69,35.86587029,127.1284673
전주온고을중학교,덕진구 무삼지로 26,35.82919201,127.1654968
전주온빛중학교,덕진구 틀못4길 10,35.84350884,127.058398
전주완산중학교,완산구 덕적골1길 60,35.79206908,127.1383085
전주용소중학교,덕진구 송천로 112,35.86268677,127.1174747
전주용흥중학교,완산구 장승배기로 12,35.79143487,127.1136033
전주우림중학교,완산구 우전로 119,35.80570638,127.0990235
전주우아중학교,덕진구 호성로 6,35.85413557,127.1536003
전주우전중학교,완산구 쑥고개로 375-28,35.80502803,127.1063739
전주중앙중학교,덕진구 공북2길 20,35.82800762,127.1380542
전주중학교,덕진구 솔내5길 9,35.85780449,127.1227172
전주평화중학교,완산구 평화로 74,35.78337483,127.1340232
전주풍남중학교,완산구 거마평로 83,35.79980046,127.1152469
전주해성중학교,완산구 계룡산길 88,35.78676751,127.1008413
전주호성중학교,덕진구 배미실마을길 23,35.86432944,127.1571788
전주화정중학교,덕진구 세병로 66,35.87158351,127.1306347
전주효문여자중학교,완산구 용리로 92,35.7982023,127.1198927
전주효정중학교,완산구 안행로 127,35.8067646,127.1336242
계남중학교,계남중길 52,35.70509628,127.5727227
계북중학교,계북면 장무로 1005-12,35.78964391,127.6148355
번암중학교,번암면지지로28-12,35.53566532,127.5482984
산서중학교,산서면 보산로 1852-6,35.58388638,127.3990162
장계중학교,장계면 장무로 239-6,35.73247313,127.5826999
장수중학교,장수읍 호비로 68,35.65352113,127.5207329
천천중학교,천천면 춘송길 47,35.73621655,127.5386322
관촌중학교,관촌면 사선10길 23,35.67849508,127.2697068
삼계중학교,삼계면 삼계2길 16,35.51000699,127.2738797
섬진중학교,강진면 강운로 87,35.52698,127.1517752
성수중학교,성수면 월삼로 354,35.6297434,127.3358183
오수중학교,오수면 충효로 2099-15,35.54686393,127.3278067
운암중학교,운암면 상운길 12,35.66390758,127.1564253
임실동중학교,임실읍 봉황로 147,35.61456761,127.2788369
지사중학교,지사면 충효로 2469,35.56728894,127.358871
청웅중학교,청웅면 청웅로 131-7,35.56942024,127.1982913
구림중학교,구림면 방화로 6,35.45297226,127.100401
동계중학교,동계면 강동로 74,35.45004832,127.240649
복흥중학교,복흥면 금월로 33-4,35.43279512,126.9255003
순창북중학교,순창읍 옥천로 67-13,35.3790983,127.1389666
순창여자중학교,순창읍 장류로 295-11,35.37840957,127.1339636
순창중학교,순창읍 담순로 1418,35.37692157,127.1523716
쌍치중학교,쌍치면 쌍계로 30-5,35.49956589,127.0015481
고창남중학교,성송면 대성로 877,35.37394733,126.6483359
고창북중학교,부안면 복분자로 788-141,35.50833774,126.6595544
고창여자중학교,고창읍 보릿골로 176,35.4413272,126.6964428
고창중학교,고창읍 보릿골로 35,35.42860953,126.6937513
공음중학교,공음면 공음길 74-6,35.3791647,126.5146986
대성중학교,대산면 고산성로 29-11,35.33962782,126.6036331
상하중학교,상하면 상하1길 34,35.44537281,126.4882934
성내중학교,성내면 선운대로 4223-11,35.54309223,126.7444702
신림중학교,신림면 대강길 19-2,35.48793032,126.7175946
심원중학교,심원면 심원로 158-11,35.52028349,126.5485883
아산중학교,아산면 목동로 336,35.43874982,126.6320729
영선중학교,무장면 왕제산로 713,35.41422378,126.5580061
해리중학교,해리면 해리중앙로 120,35.46277932,126.539783
흥덕중학교,흥덕면 잿말길 21,35.52331092,126.7015304
계화중학교,계화면 창북중앙길 92,35.75980648,126.6949525
백산중학교,백산면 백산로379,35.70808449,126.7910026
변산서중학교,변산면 지서로 139,35.66265732,126.5207894
변산중학교,진서면 청자로 921,35.58946353,126.6054115
보안중학교,보안면 영전길37,35.61010081,126.6735425
부안여자중학교,부안읍 교동1길 42,35.71388847,126.7346339
부안중학교,부안읍 당산로 1,35.72803921,126.7247008
삼남중학교,부안읍 용계길 29,35.72920143,126.7422518
상서중학교,상서면 고인돌로 17,35.68741026,126.6765207
위도중학교,위도면 위도로 245,35.60490699,126.2961849
주산중학교,주산면 주산로 30,35.67049202,126.7119767
줄포중학교,줄포면 부안로 938,35.59248393,126.6762079
하서중학교,하서면 변산로 852,35.71414156,126.6376014
군산남중학교,대학로 222,36.18837852,127.1153549
군산대성중학교,임피면 임피향교길 44-6,35.98863023,126.8486974
군산동산중학교,구영신창길 60-6,35.98857798,126.7071686
군산산북중학교,동아로 109,35.96505252,126.6830736
군산서흥중학교,축동로 129,35.97158018,126.7090954
군산영광중학교,둔배미길 21,35.98265865,126.7148249
군산월명중학교,설림5길 90,35.97516852,126.679715
군산자양중학교,옥구읍 우치산3길 40,35.92590431,126.6776641
군산제일중학교,경기장로 142,35.97273147,126.7490296
군산중앙중학교,성산면 군장대길 13,36.00197655,126.7849803
군산중학교,군중길18,35.97720115,126.7014138
군산진포중학교,진포3길 66,35.97243982,126.7220784
금강중학교,황룡2길 61,35.9409014,126.6882519
나포중학교,나포면 등동1길 6-5,36.02778284,126.832334
동원중학교,의료원로 146,35.95943937,126.7000885
선유도중학교,옥도면 선유북길 89-1,35.81187125,126.4124056
옥구중학교,대야면 만자로 60,35.94316674,126.8050803
임피중학교,서수면 항쟁로 138,35.98422417,126.8698947
회현중학교,대위로 426,35.91210816,126.7549318
남성중학교,동서로 35길 41,35.95635944,126.9659967
삼기중학교,황금로 499,36.02164678,126.9839093
성당중학교,성당면 함안로 671-333,36.08732668,126.9295696
여산중학교,여산면 가람로 459-10,36.06683286,127.08065
왕궁중학교,왕궁면 왕궁로 556,35.96695176,127.0914694
용안중학교,용안면 현내1로 71-8,36.11647351,126.9531
웅포중학교,웅포면 덕성길 13,36.08871987,126.8852374
원광여자중학교,선화로 13길 72,35.95432998,126.9434322
원광중학교,무왕로 31길 154,35.97389416,127.0013697
이리남성여자중학교,동서로 35길 41,35.95635944,126.9659967
이리남중학교,배산로3길 55,35.946094,126.936942
이리동중학교,동천로7길44,35.93247393,126.9694299
이리북중학교,익산대로 415-14,35.96370252,126.9514716
이리영등중학교,하나로 490,35.96463999,126.9814661
이리중학교,학곤로 19,35.93424298,126.9418576
이일여자중학교,평동로 7길 30,35.93458743,126.9489825
익산부송중학교,선화로69길 6,35.95596349,126.9959986
익산부천중학교,동서로 524,35.95342256,126.9901284
익산어양중학교,하나로 12길 39,35.96523133,126.9849326
익산중학교,금마면 고도길 85,35.99491837,127.0554286
익산지원중학교,익산시 고봉로 67,35.94000281,126.9607081
진경여자중학교,황등면 황등서로 104,36.00127876,126.9327919
함라중학교,함라면 함낭로 61-18,36.06465912,126.9168739
